Fabada asturiana,Modified Question,Answer,entities,
,Is Alipukur located south of Ziadin?,TRUE,Alipukur (Q74516676),
,Is Deulgram located south of Ziadin?,TRUE,Deulgram (Q74516686),
,Is Mugkalyan located south of Ziadin?,TRUE,Mugkalyan (Q74516707),
,Is Banjetia located south of Ziadin?,TRUE,Banjetia (Q75422927),
,Is Donalia located south of Ziadin?,TRUE,Donalia (Q75422900),
,Is Gopalpur located south of Ziadin?,TRUE,Gopalpur (Q2574944),
,Is Kenda located south of Ziadin?,TRUE,Kenda (Q2138474),
,Is Tirumala located south of Ziadin?,TRUE,Tirumala (Q3424247),
,Is Dharmapur located south of Ziadin?,TRUE,Dharmapur (Q2738764),
S66,Was Majid al-Attar in the same sect as Bahjat al-Attiyah?,FALSE,,
,Was Majid al-Attar in the same sect as Ḥāzim al-Bakrī?,FALSE,Ḥāzim al-Bakrī (Q45108939),
,Was Majid al-Attar in the same sect as Ahmed al-Assir?,FALSE,Ahmed al-Assir (Q12178502),
,Was Majid al-Attar in the same sect as Ismail Kamil Pasha?,FALSE,Ismail Kamil Pasha (Q12182238),
,Was Majid al-Attar in the same sect as Al-Kamil Muhammad?,FALSE,Al-Kamil Muhammad (Q12191626),
,Was Majid al-Attar in the same sect as Taqi al-Din al-Subki?,FALSE,Taqi al-Din al-Subki (Q12202948),
,Was Majid al-Attar in the same sect as Hammad ibn Abi Suleyman?,FALSE,Hammad ibn Abi Suleyman (Q12208657),
,Was Majid al-Attar in the same sect as Riad Abdul Latif Al Shihabi?,FALSE,Riad Abdul Latif Al Shihabi (Q12214009),
,Was Majid al-Attar in the same sect as Samia Al-Jazayeri?,FALSE,Samia Al-Jazayeri (Q12215225),
,Was Majid al-Attar in the same sect as Abdullatif Al-Mahmood?,FALSE,Abdullatif Al-Mahmood (Q12223293),
,Was Majid al-Attar in the same sect as Adnan al-Dulaimi?,FALSE,Adnan al-Dulaimi (Q12224499),
S67,Could someone have arrived at a match from the Azadegan league with a brand-new Ford Parklane?,FALSE,,
,Could someone have arrived at a match from the Azadegan league with a brand-new Plymouth Valiant?,FALSE,Plymouth Valiant (Q525947),
,Could someone have arrived at a match from the Azadegan league with a brand-new Plymouth Fury?,FALSE,Plymouth Fury (Q765277),
,Could someone have arrived at a match from the Azadegan league with a brand-new Edsel Corsair?,FALSE,Edsel Corsair (Q1238173),
,Could someone have arrived at a match from the Azadegan league with a brand-new Volvo Amazon?,FALSE,Volvo Amazon (Q1543111),
,Could someone have arrived at a match from the Azadegan league with a brand-new Pontiac Silver Streak?,FALSE,Pontiac Silver Streak (Q2103811),
,Could someone have arrived at a match from the Azadegan league with a brand-new Ford Falcon?,FALSE,Ford Falcon (Q11023856),
,Could someone have arrived at a match from the Azadegan league with a brand-new Checker Marathon?,FALSE,Checker Marathon (Q181703),
,Could someone have arrived at a match from the Azadegan league with a brand-new Chevrolet Biscayne?,FALSE,Chevrolet Biscayne (Q514347),
,Could someone have arrived at a match from the Azadegan league with a brand-new Ford LTD?,FALSE,Ford LTD (Q175794),
,Could someone have arrived at a match from the Azadegan league with a brand-new Chevrolet Superior?,FALSE,Chevrolet Superior (Q1071289),
S68,Was Digão’s brother playing for a club based in Brazil when Bojana Atanasovska began her career?,TRUE,,
,Was Digão’s brother playing for a club based in Brazil when Babak Alizadeh was born?,TRUE,Babak Alizadeh (Q112126048),Reza Karmolachaab (Q18637544)
,Was Digão’s brother playing for a club based in Brazil when Yasin Salmani was born?,TRUE,Yasin Salmani (Q82046547),Sina Hatami (Q118956180)
,Was Digão’s brother playing for a club based in Brazil when Aria Barzegar was born?,TRUE,Aria Barzegar (Q71903618),Saeid Sadeghi (Q65195485)
,Was Digão’s brother playing for a club based in Brazil when Alireza Monazzemi was born?,TRUE,Alireza Monazzemi (Q62075812),Mojtaba Bijan (Q65195060)
,Was Digão’s brother playing for a club based in Brazil when Alireza Khodaei was born?,TRUE,Alireza Khodaei (Q112323251),Matin Karimzadeh (Q79708672)
,Was Digão’s brother playing for a club based in Brazil when Ebrahim Zayer Ebrahimi was born?,TRUE,Ebrahim Zayer Ebrahimi (Q112895237),Sarawut Yodyinghathaikul (Q83475148)
,Was Digão’s brother playing for a club based in Brazil when Aria Yousefi was born?,TRUE,Aria Yousefi (Q109548002),Chanatphol Sikkamonthol (Q85165748)
,Was Digão’s brother playing for a club based in Brazil when Mehmet-Can Aydın was born?,TRUE,Mehmet-Can Aydın (Q106352999),Rachan Prasitthong (Q85165820)
,Was Digão’s brother playing for a club based in Brazil when Payam Parsa was born?,TRUE,Payam Parsa (Q105128832),Nattawut Chootiwat (Q55584700)
,Was Digão’s brother playing for a club based in Brazil when Ahmad Shariatzadeh was born?,TRUE,Ahmad Shariatzadeh (Q70232462),Korraphat Narichan (Q55830108)
S69,Were commands of the Soviet Union’s government effective in Vilnius one month before the day Soviet Union collapsed?,FALSE,,
,Were commands of the Soviet Union’s government effective in Šventoji one month before the day Soviet Union collapsed?,FALSE,Šventoji (Q392757),
,Were commands of the Soviet Union’s government effective in Druskininkai one month before the day Soviet Union collapsed?,FALSE,Druskininkai (Q1261509),
,Were commands of the Soviet Union’s government effective in Žeimiai one month before the day Soviet Union collapsed?,FALSE,Žeimiai (Q393483),
,Were commands of the Soviet Union’s government effective in Nida one month before the day Soviet Union collapsed?,FALSE,Nida (Q1004306),
,Were commands of the Soviet Union’s government effective in Seirijai one month before the day Soviet Union collapsed?,FALSE,Seirijai (Q1811561),
,Were commands of the Soviet Union’s government effective in Kurkliai one month before the day Soviet Union collapsed?,FALSE,Kurkliai (Q991540),
,Were commands of the Soviet Union’s government effective in Vepriai one month before the day Soviet Union collapsed?,FALSE,Vepriai (Q1025160),
,Were commands of the Soviet Union’s government effective in Taujėnai one month before the day Soviet Union collapsed?,FALSE,Taujėnai (Q779914),
,Were commands of the Soviet Union’s government effective in Josvainiai one month before the day Soviet Union collapsed?,FALSE,Josvainiai (Q1663750),
,Were commands of the Soviet Union’s government effective in Kuliai one month before the day Soviet Union collapsed?,FALSE,Kuliai (Q1825231),
S70,Would a silicon shortage cause a crisis for Regio Călători's sales?,FALSE,,
,Would a silicon shortage cause a crisis for Ilmebahn's sales?,FALSE,Ilmebahn (Q114723014),
,Would a silicon shortage cause a crisis for Stauden-Verkehrs-Gesellschaft's sales?,FALSE,Stauden-Verkehrs-Gesellschaft (Q100794941),
,Would a silicon shortage cause a crisis for Koleje Dolnośląskie's sales?,FALSE,Koleje Dolnośląskie (Q597307),
,Would a silicon shortage cause a crisis for De Bornholmske Jernbaner's sales?,FALSE,De Bornholmske Jernbaner (Q955261),
,Would a silicon shortage cause a crisis for Westerwaldbahn GmbH's sales?,FALSE,Westerwaldbahn GmbH (Q1247885),
,Would a silicon shortage cause a crisis for Journey Beyond's sales?,FALSE,Journey Beyond (Q1544385),
,Would a silicon shortage cause a crisis for Viamont's sales?,FALSE,Viamont (Q2521734),
,Would a silicon shortage cause a crisis for Sporveien T-banen's sales?,FALSE,Sporveien T-banen (Q7107051),
,Would a silicon shortage cause a crisis for Montecargo's sales?,FALSE,Montecargo (Q113996016),
,Would a silicon shortage cause a crisis for Citypendeln's sales?,FALSE,Citypendeln (Q10453577),
S71,Would Louis Bookman accuse someone of being antisemitic if he faced religious discrimination?,TRUE,,
,Would Yisroel Dovid Weiss accuse someone of being antisemitic if he faced religious discrimination?,TRUE,Yisroel Dovid Weiss (Q1837485),
,Would Sarmad Kashani accuse someone of being antisemitic if he faced religious discrimination?,TRUE,Sarmad Kashani (Q2916030),
,Would Menahem Shemuel Halevy accuse someone of being antisemitic if he faced religious discrimination?,TRUE,Menahem Shemuel Halevy (Q15983651),
,Would Uriel Davidi accuse someone of being antisemitic if he faced religious discrimination?,TRUE,Uriel Davidi (Q7900591),
,Would Habib Elghanian accuse someone of being antisemitic if he faced religious discrimination?,TRUE,Habib Elghanian (Q3490187),
,Would Benjamin Nahawandi accuse someone of being antisemitic if he faced religious discrimination?,TRUE,Benjamin Nahawandi (Q282231),
,Would Yedidia Shofet accuse someone of being antisemitic if he faced religious discrimination?,TRUE,Yedidia Shofet (Q2903425),
,Would Jack Mahfar accuse someone of being antisemitic if he faced religious discrimination?,TRUE,Jack Mahfar (Q21847033),
,Would Marjan Faritous accuse someone of being antisemitic if he faced religious discrimination?,TRUE,Marjan Faritous (Q16467612),
,Would Younes Hamami accuse someone of being antisemitic if he faced religious discrimination?,TRUE,Younes Hamami (Q38285446),
S72,Do GreenGo customers operate four wheel vehicles?,TRUE,,
,Do E-GO! DRIVALIA customers operate four wheel vehicles?,TRUE,E-GO! DRIVALIA (Q115791901),
,Do Share'ngo customers operate four wheel vehicles?,TRUE,Share'ngo (Q115915224),
,Do Marguerite customers operate four wheel vehicles?,TRUE,Marguerite (Q3290655),
,Do CityDrive customers operate four wheel vehicles?,TRUE,CityDrive (Q111993637),
,Do Traficar customers operate four wheel vehicles?,TRUE,Traficar (Q65162940),
,Do SOCAR customers operate four wheel vehicles?,TRUE,SOCAR (Q24000067),
,Do Ubeeqo customers operate four wheel vehicles?,TRUE,Ubeeqo (Q25391869),
,Do Autolib' customers operate four wheel vehicles?,TRUE,Autolib' (Q787037),
,Do Uniqway customers operate four wheel vehicles?,TRUE,Uniqway (Q64766917),
,Do ReachNow customers operate four wheel vehicles?,TRUE,ReachNow (Q24260666),
S73,Could the Inkatha Freedom Party help Charles Robberts Swart become president?,FALSE,,
,Could African Content Movement help Charles Robberts Swart become president?,FALSE,African Content Movement (Q63240551),
,Could Forum for Service Delivery help Charles Robberts Swart become president?,FALSE,Forum for Service Delivery (Q63224610),
,Could African Democratic Change help Charles Robberts Swart become president?,FALSE,African Democratic Change (Q63241938),
,Could Democratic Alliance help Charles Robberts Swart become president?,FALSE,Democratic Alliance (Q761877),
,Could United Democratic Front help Charles Robberts Swart become president?,FALSE,United Democratic Front (Q1529503),
,Could Workers Revolutionary Party help Charles Robberts Swart become president?,FALSE,Workers Revolutionary Party (Q1780583),
,Could Afrikaner Volksfront help Charles Robberts Swart become president?,FALSE,Afrikaner Volksfront (Q2826190),
,Could Namibia National Front help Charles Robberts Swart become president?,FALSE,Namibia National Front (Q3088513),
,Could Christian Democratic Party help Charles Robberts Swart become president?,FALSE,Christian Democratic Party (Q5109514),
,Could United Christian Democratic Party help Charles Robberts Swart become president?,FALSE,United Christian Democratic Party (Q1788065),
S74,Could Sepp Herberger have been a suspect for the 2014 Kunming attack?,FALSE,,
,Could Franz Joe͏̈l have been a suspect for the 2014 Kunming attack?,FALSE,Franz Joe͏̈l (Q1450407),
,Could Hermann Julius Clarus have been a suspect for the 2014 Kunming attack?,FALSE,Hermann Julius Clarus (Q1485765),
,Could Karl Hugo Huppert have been a suspect for the 2014 Kunming attack?,FALSE,Karl Hugo Huppert (Q1529582),
,Could Richard Ulbricht have been a suspect for the 2014 Kunming attack?,FALSE,Richard Ulbricht (Q2150774),
,Could Valentin Rose have been a suspect for the 2014 Kunming attack?,FALSE,Valentin Rose (Q75767),
,Could Friedrich Meurer have been a suspect for the 2014 Kunming attack?,FALSE,Friedrich Meurer (Q1461135),
,Could Friedrich Ludwig Krahmer have been a suspect for the 2014 Kunming attack?,FALSE,Friedrich Ludwig Krahmer (Q1874689),
,Could Rudolf Rempel have been a suspect for the 2014 Kunming attack?,FALSE,Rudolf Rempel (Q2173633),
,Could Hans Hübner have been a suspect for the 2014 Kunming attack?,FALSE,Hans Hübner (Q1580401),
,Could Julius Vorster have been a suspect for the 2014 Kunming attack?,FALSE,Julius Vorster (Q1713042),
S75,Would you be likely to see storks at the baby shower of Hermann Hummels’ son in 1988?,TRUE,,
,Would you be likely to see storks at the baby shower of Friedrich Bonhoeffer’s child in 1962?,TRUE,Friedrich Bonhoeffer (Q1458503),
,Would you be likely to see storks at the baby shower of Sergio Vences Fernández’s child in 1948?,TRUE,Sergio Vences Fernández (Q12400315),
,Would you be likely to see storks at the baby shower of Christian Krause’s child in 1948?,TRUE,Christian Krause (Q50320257),
,Would you be likely to see storks at the baby shower of Benno Schachner’s child in 1945?,TRUE,Benno Schachner (Q28736173),
,Would you be likely to see storks at the baby shower of Helmut Köhler's child in 1958?,TRUE,Helmut Köhler (Q65965418),
,Would you be likely to see storks at the baby shower of Bernd Freytag von Loringhoven's child in 1958?,TRUE,Bernd Freytag von Loringhoven (Q506457),
,Would you be likely to see storks at the baby shower of Willem Holsboer's child in 1948?,TRUE,Willem Holsboer (Q2576735),
,Would you be likely to see storks at the baby shower of Jürgen Flemming's child in 1949?,TRUE,Jürgen Flemming (Q1587769),
,Would you be likely to see storks at the baby shower of Harald von Bohlen und Halbach's child in 1964?,TRUE,Harald von Bohlen und Halbach (Q1584839),
,Would you be likely to see storks at the baby shower of Gotthart A. Eichhorn's child in 1974?,TRUE,Gotthart A. Eichhorn (Q13518216),
S76,Was Jean-François Gillet an adult when Lokendra Bahadur Chand left power for the last time?,TRUE,,
,Was Remziye Hisar an adult when Lokendra Bahadur Chand left power for the last time?,TRUE,Remziye Hisar (Q5364158),
,Was Joseph Zanni an adult when Lokendra Bahadur Chand left power for the last time?,TRUE,Joseph Zanni (Q31204932),
,Was Turhan Baytop an adult when Lokendra Bahadur Chand left power for the last time?,TRUE,Turhan Baytop (Q527099),
,Was Ayhan Ulubelen an adult when Lokendra Bahadur Chand left power for the last time?,TRUE,Ayhan Ulubelen (Q4831235),
,Was Saffet Rıza Alpar an adult when Lokendra Bahadur Chand left power for the last time?,TRUE,Saffet Rıza Alpar (Q6060016),
,Was Oktay Sinanoğlu an adult when Lokendra Bahadur Chand left power for the last time?,TRUE,Oktay Sinanoğlu (Q3064310),
,Was Mehmet Ali Kağıtçı an adult when Lokendra Bahadur Chand left power for the last time?,TRUE,Mehmet Ali Kağıtçı (Q6012383),
,Was Recai Ermin an adult when Lokendra Bahadur Chand left power for the last time?,TRUE,Recai Ermin (Q110548556),
,Was Gazi Yaşargil an adult when Lokendra Bahadur Chand left power for the last time?,TRUE,Gazi Yaşargil (Q2982590),
,Was Helmut Zwölfer an adult when Lokendra Bahadur Chand left power for the last time?,TRUE,Helmut Zwölfer (Q89848140),
S77,Would it be difficult to host the Viking Cup in the birthplace of Mihera Bint Abboud?,TRUE,,
,Would it be difficult to host the Viking Cup in the birthplace of Tasabih mubarak?,TRUE,Tasabih mubarak (Q116196301),
,Would it be difficult to host the Viking Cup in the birthplace of Ola Alsheikh?,TRUE,Ola Alsheikh (Q87054087),
,Would it be difficult to host the Viking Cup in the birthplace of Amjad Abu Alala?,TRUE,Amjad Abu Alala (Q79351454),
,Would it be difficult to host the Viking Cup in the birthplace of Buthaina Khidir Mekki?,TRUE,Buthaina Khidir Mekki (Q85871653),
,Would it be difficult to host the Viking Cup in the birthplace of Ahmed Mohammed El Hassan?,TRUE,Ahmed Mohammed El Hassan (Q96657848),
,Would it be difficult to host the Viking Cup in the birthplace of Mohammed Haj Ali Hassan?,TRUE,Mohammed Haj Ali Hassan (Q96657851),
,Would it be difficult to host the Viking Cup in the birthplace of Mohamed Mustafa?,TRUE,Mohamed Mustafa (Q109887301),
,Would it be difficult to host the Viking Cup in the birthplace of Abdul Gellaledin?,TRUE,Abdul Gellaledin (Q91231333),
,Would it be difficult to host the Viking Cup in the birthplace of Hasan Abdin?,TRUE,Hasan Abdin (Q91933442),
,Would it be difficult to host the Viking Cup in the birthplace of Mariam al-Mahdi?,TRUE,Mariam al-Mahdi (Q92098489),
S78,Would the trees in Chelforó be changing colors in September?,FALSE,,
,Would the trees in Dolores be changing colors in September?,FALSE,Dolores (Q2024388),
,Would the trees in Roque Pérez be changing colors in September?,FALSE,Roque Pérez (Q2149613),
,Would the trees in Billinghurst be changing colors in September?,FALSE,Billinghurst (Q862879),
,Would the trees in Jovita be changing colors in September?,FALSE,Jovita (Q1709980),
,Would the trees in Tolosa be changing colors in September?,FALSE,Tolosa (Q5196724),
