ID,Modified Question,Answer,
,Ubeeqo is active in a field that is not relevant to cow farming and milk production.,TRUE,Ubeeqo (Q25391869)
,Autolib' is active in a field that is not relevant to cow farming and milk production.,TRUE,Autolib' (Q787037)
,Uniqway is active in a field that is not relevant to cow farming and milk production.,TRUE,Uniqway (Q64766917)
,ReachNow is active in a field that is not relevant to cow farming and milk production.,TRUE,ReachNow (Q24260666)
C136,Ernest Erbstein was very likely to carry a Faravahar symbol with himself.,FALSE,
,Gopal Baratham was very likely to carry a Faravahar symbol with himself.,FALSE,Gopal Baratham (Q5584169)
,Dinabandhu Sahoo was very likely to carry a Faravahar symbol with himself.,FALSE,Dinabandhu Sahoo (Q79483627)
,Asima Chatterjee was very likely to carry a Faravahar symbol with himself.,FALSE,Asima Chatterjee (Q7450)
,Ritwiz Bihari was very likely to carry a Faravahar symbol with himself.,FALSE,Ritwiz Bihari (Q114969835)
,Sharmila Bhattacharya was very likely to carry a Faravahar symbol with himself.,FALSE,Sharmila Bhattacharya (Q7489920)
,Suthan Suthersan was very likely to carry a Faravahar symbol with himself.,FALSE,Suthan Suthersan (Q28839306)
,Emily McCallum was very likely to carry a Faravahar symbol with himself.,FALSE,Emily McCallum (Q42841414)
,Zhu Qingshi was very likely to carry a Faravahar symbol with himself.,FALSE,Zhu Qingshi (Q8071142)
,Allan Bennett was very likely to carry a Faravahar symbol with himself.,FALSE,Allan Bennett (Q3302404)
,H.D Gunawardhana was very likely to carry a Faravahar symbol with himself.,FALSE,H.D Gunawardhana (Q5627913)
C137,Vanda Biněvská was very likely to use a violin in his craft.,FALSE,
,Takeo Ono was very likely to use a violin in his craft.,FALSE,Takeo Ono (Q81033418)
,Sadatoshi Tomioka was very likely to use a violin in his craft.,FALSE,Sadatoshi Tomioka (Q7397618)
,Atsuyoshi Okude was very likely to use a violin in his craft.,FALSE,Atsuyoshi Okude (Q7477286)
,Kiyohiko Ōta was very likely to use a violin in his craft.,FALSE,Kiyohiko Ōta (Q7477278)
,Muneo Sakakieda was very likely to use a violin in his craft.,FALSE,Muneo Sakakieda (Q7477370)
,Mitsuaki Yokochi was very likely to use a violin in his craft.,FALSE,Mitsuaki Yokochi (Q7485267)
,Teruhiko Miyoshi was very likely to use a violin in his craft.,FALSE,Teruhiko Miyoshi (Q11354952)
,Tomoaki Iishiba was very likely to use a violin in his craft.,FALSE,Tomoaki Iishiba (Q11666411)
,Masanori Takeda was very likely to use a violin in his craft.,FALSE,Masanori Takeda (Q11546199)
,Daniel Anrig was very likely to use a violin in his craft.,FALSE,Daniel Anrig (Q115871)
C138,The Voice of Jingjinji is very likely to broadcast American propaganda.,FALSE,
,Radio Namayesh is very likely to broadcast American propaganda.,FALSE,Radio Namayesh (Q5815201)
,Radio Ava is very likely to broadcast American propaganda.,FALSE,Radio Ava (Q20704366)
,Radio Eghtesad is very likely to broadcast American propaganda.,FALSE,Radio Eghtesad (Q5910006)
,Radio Javan is very likely to broadcast American propaganda.,FALSE,Radio Javan (Q20110275)
,Radio Maaref is very likely to broadcast American propaganda.,FALSE,Radio Maaref (Q5943556)
,Radio Farhang is very likely to broadcast American propaganda.,FALSE,Radio Farhang (Q55631046)
,Radio Vilaverde Lda is very likely to broadcast American propaganda.,FALSE,Radio Vilaverde Lda (Q2843861)
,Long Guang is very likely to broadcast American propaganda.,FALSE,Long Guang (Q6672582)
,CGTN Documentary is very likely to broadcast American propaganda.,FALSE,CGTN Documentary (Q28097463)
,CNC World is very likely to broadcast American propaganda.,FALSE,CNC World (Q5013098)
C139,Elena Karaman Karić must have an eye for detail to be successful in her job.,TRUE,
,Gözde Kahveci must have an eye for detail to be successful in her job.,TRUE,Gözde Kahveci (Q110414158)
,Yeşim Savaş must have an eye for detail to be successful in her job.,TRUE,Yeşim Savaş (Q113563805)
,Azade Kılıç must have an eye for detail to be successful in her job.,TRUE,Azade Kılıç (Q95887960)
,Atilla Kuzu must have an eye for detail to be successful in her job.,TRUE,Atilla Kuzu (Q4815807)
,Bedia Çolak must have an eye for detail to be successful in her job.,TRUE,Bedia Çolak (Q127522606)
,Shiro Kuramata must have an eye for detail to be successful in her job.,TRUE,Shiro Kuramata (Q2759674)
,Takashi Sugimoto must have an eye for detail to be successful in her job.,TRUE,Takashi Sugimoto (Q113568265)
,Koji Sakai must have an eye for detail to be successful in her job.,TRUE,Koji Sakai (Q28688390)
,Takaaki Nakamura must have an eye for detail to be successful in her job.,TRUE,Takaaki Nakamura (Q11366069)
,Hiromu Hasegawa must have an eye for detail to be successful in her job.,TRUE,Hiromu Hasegawa (Q61057681)
C140,Jesús Ricardo Urteaga Repullés was member of a group that fought against the integrity of Spain.,TRUE,
,Jon Bienzobas was member of a group that fought against the integrity of Spain.,TRUE,Jon Bienzobas (Q52088802)
,Francisco Javier López Peña was member of a group that fought against the integrity of Spain.,TRUE,Francisco Javier López Peña (Q153246)
,Eduardo Moreno Bergaretxe was member of a group that fought against the integrity of Spain.,TRUE,Eduardo Moreno Bergaretxe (Q3045633)
,Antton Karrera was member of a group that fought against the integrity of Spain.,TRUE,Antton Karrera (Q4892511)
,José Antonio Etxebarrieta was member of a group that fought against the integrity of Spain.,TRUE,José Antonio Etxebarrieta (Q3186164)
,Mikel Zubimendi was member of a group that fought against the integrity of Spain.,TRUE,Mikel Zubimendi (Q3313609)
,José María Sagardui was member of a group that fought against the integrity of Spain.,TRUE,José María Sagardui (Q3045457)
,Henri Parot was member of a group that fought against the integrity of Spain.,TRUE,Henri Parot (Q3121580)
,Arnaltz Guisasola was member of a group that fought against the integrity of Spain.,TRUE,Arnaltz Guisasola (Q5704899)
,José Francisco Segurola was member of a group that fought against the integrity of Spain.,TRUE,José Francisco Segurola (Q5792398)
C141,Mamlakat Nakhangova knew how to write.,TRUE,
,Reza Jafari knew how to write.,TRUE,Reza Jafari (Q127164994)
,Rahim Barzegar knew how to write.,TRUE,Rahim Barzegar (Q88803001)
,Arash Jahangiri knew how to write.,TRUE,Arash Jahangiri (Q112973961)
,Mehrdad Afarid knew how to write.,TRUE,Mehrdad Afarid (Q84572340)
,Shadi Harouni knew how to write.,TRUE,Shadi Harouni (Q112524866)
,Javad Mashreghi knew how to write.,TRUE,Javad Mashreghi (Q83880815)
,Saman Rigi Ladz knew how to write.,TRUE,Saman Rigi Ladz (Q111903028)
,Valentine Moghadam knew how to write.,TRUE,Valentine Moghadam (Q275631)
,Behzad Razavi knew how to write.,TRUE,Behzad Razavi (Q4881024)
,Paul M. Naghdi knew how to write.,TRUE,Paul M. Naghdi (Q1623549)
C142,Melahat Pars is very likely to be familiar with Doner kebab.,TRUE,
,Murat Burgaç is very likely to be familiar with Doner kebab.,TRUE,Murat Burgaç (Q109269426)
,Korhan Bardakçı is very likely to be familiar with Doner kebab.,TRUE,Korkut Bardacki (Q102384724)
,Giovanni Scognamillo is very likely to be familiar with Doner kebab.,TRUE,Giovanni Scognamillo (Q976283)
,Kozan Demircan is very likely to be familiar with Doner kebab.,TRUE,Kozan Demircan (Q119761086)
,Ismail Kasikci is very likely to be familiar with Doner kebab.,TRUE,Ismail Kasikci (Q344174)
,Cem Yıldırım is very likely to be familiar with Doner kebab.,TRUE,Cem Yıldırım (Q472787)
,Paris Pişmiş is very likely to be familiar with Doner kebab.,TRUE,Paris Pişmiş (Q437021)
,Davut Dursun is very likely to be familiar with Doner kebab.,TRUE,Davut Dursun (Q1178362)
,Türkân Rado is very likely to be familiar with Doner kebab.,TRUE,Türkân Rado (Q1313940)
,Mustafa Çağrıcı is very likely to be familiar with Doner kebab.,TRUE,Mustafa Çağrıcı (Q1955587)
C143,Galiya Izmaylova's job required her to strengthen her lower body and especially her toes.,TRUE,
,Rezzan Ürey's job required her to strengthen her lower body and especially her toes.,TRUE,Rezzan Ürey (Q12811517)
,Tan Sağtürk's job required her to strengthen her lower body and especially her toes.,TRUE,Tan Sağtürk (Q6050054)
,Meriç Sümen's job required her to strengthen her lower body and especially her toes.,TRUE,Meriç Sümen (Q6090554)
,Gülcan Tunççekiç's job required her to strengthen her lower body and especially her toes.,TRUE,Gülcan Tunççekiç (Q6103245)
,Ümran Ürey's job required her to strengthen her lower body and especially her toes.,TRUE,Ümran Ürey (Q12812868)
,Erdal Uğurlu's job required her to strengthen her lower body and especially her toes.,TRUE,Erdal Uğurlu (Q127500586)
,Ji-Young Kim's job required her to strengthen her lower body and especially her toes.,TRUE,Ji-Young Kim (Q6191250)
,Young-jae Jung's job required her to strengthen her lower body and especially her toes.,TRUE,Young-jae Jung (Q8057857)
,Kim Joo-won's job required her to strengthen her lower body and especially her toes.,TRUE,Kim Joo-won (Q12588738)
,Kang Sue-jin's job required her to strengthen her lower body and especially her toes.,TRUE,Kang Sue-jin (Q10855126)
C144,Jan Jonker Afrikaner was likely a customer of the Namibia Breweries Limited.,FALSE,
,Jacob Morenga was likely a customer of the Namibia Breweries Limited.,FALSE,Jacob Morenga (Q315748)
,Jonker Afrikaner was likely a customer of the Namibia Breweries Limited.,FALSE,Jonker Afrikaner (Q464420)
,Moses Witbooi was likely a customer of the Namibia Breweries Limited.,FALSE,Moses Witbooi (Q1949230)
,Jager Afrikaner was likely a customer of the Namibia Breweries Limited.,FALSE,Jager Afrikaner (Q1490057)
,Hermanus van Wyk was likely a customer of the Namibia Breweries Limited.,FALSE,Hermanus van Wyk (Q5741251)
,Manasse ǃNoreseb was likely a customer of the Namibia Breweries Limited.,FALSE,Manasse ǃNoreseb (Q6747023)
,Kido Witbooi was likely a customer of the Namibia Breweries Limited.,FALSE,Kido Witbooi (Q19666602)
,Nehale Mpingana was likely a customer of the Namibia Breweries Limited.,FALSE,Nehale Mpingana (Q6987757)
,Maharero was likely a customer of the Namibia Breweries Limited.,FALSE,Maharero (Q1321588)
,Christian Afrikaner was likely a customer of the Namibia Breweries Limited.,FALSE,Christian Afrikaner (Q1078730)
C145,Gao Jingting preferred Mao Zedong over Chiang Kai-shek.,TRUE,
,Yang Zirong preferred Mao Zedong over Chiang Kai-shek.,TRUE,Yang Zirong (Q8297043)
,Yang Bo preferred Mao Zedong over Chiang Kai-shek.,TRUE,Yang Bo (Q8295885)
,Ma Tianshui preferred Mao Zedong over Chiang Kai-shek.,TRUE,Ma Tianshui (Q8293057)
,Xu Bing preferred Mao Zedong over Chiang Kai-shek.,TRUE,Xu Bing (Q8293164)
,Qi Huaiyuan preferred Mao Zedong over Chiang Kai-shek.,TRUE,Qi Huaiyuan (Q8293369)
,Lu Rongjing preferred Mao Zedong over Chiang Kai-shek.,TRUE,Lu Rongjing (Q8293531)
,He Chunlin preferred Mao Zedong over Chiang Kai-shek.,TRUE,He Chunlin (Q8293609)
,Wang Tao preferred Mao Zedong over Chiang Kai-shek.,TRUE,Wang Tao (Q8293719)
,Wang Hongyao preferred Mao Zedong over Chiang Kai-shek.,TRUE,Wang Hongyao (Q8294004)
,Wang Yuncheng preferred Mao Zedong over Chiang Kai-shek.,TRUE,Wang Yuncheng (Q8294168)
C146,Dimitris Panayiotou can rest assured he will not come down with breast cancer thanks to his gender.,FALSE,
,Reza Jafari can rest assured he will not come down with breast cancer thanks to his gender.,FALSE,Reza Jafari (Q127164994)
,Rahim Barzegar can rest assured he will not come down with breast cancer thanks to his gender.,FALSE,Rahim Barzegar (Q88803001)
,Arash Jahangiri can rest assured he will not come down with breast cancer thanks to his gender.,FALSE,Arash Jahangiri (Q112973961)
,Mehrdad Afarid can rest assured he will not come down with breast cancer thanks to his gender.,FALSE,Mehrdad Afarid (Q84572340)
,He Chunlin can rest assured he will not come down with breast cancer thanks to his gender.,FALSE,He Chunlin (Q8293609)
,Javad Mashreghi can rest assured he will not come down with breast cancer thanks to his gender.,FALSE,Javad Mashreghi (Q83880815)
,Saman Rigi Ladz can rest assured he will not come down with breast cancer thanks to his gender.,FALSE,Saman Rigi Ladz (Q111903028)
,Valentine Moghadam can rest assured he will not come down with breast cancer thanks to his gender.,FALSE,Valentine Moghadam (Q275631)
,Behzad Razavi can rest assured he will not come down with breast cancer thanks to his gender.,FALSE,Behzad Razavi (Q4881024)
,Paul M. Naghdi can rest assured he will not come down with breast cancer thanks to his gender.,FALSE,Paul M. Naghdi (Q1623549)
C147,Georgios Papadopoulos can rest assured he will not come down with uretrus cancer thanks to his gender.,TRUE,
,Reza Jafari can rest assured he will not come down with uretrus cancer thanks to his gender.,TRUE,Reza Jafari (Q127164994)
,Rahim Barzegar can rest assured he will not come down with uretrus cancer thanks to his gender.,TRUE,Rahim Barzegar (Q88803001)
,Arash Jahangiri can rest assured he will not come down with uretrus cancer thanks to his gender.,TRUE,Arash Jahangiri (Q112973961)
,Mehrdad Afarid can rest assured he will not come down with uretrus cancer thanks to his gender.,TRUE,Mehrdad Afarid (Q84572340)
,He Chunlin can rest assured he will not come down with uretrus cancer thanks to his gender.,TRUE,He Chunlin (Q8293609)
,Javad Mashreghi can rest assured he will not come down with uretrus cancer thanks to his gender.,TRUE,Javad Mashreghi (Q83880815)
,Saman Rigi Ladz can rest assured he will not come down with uretrus cancer thanks to his gender.,TRUE,Saman Rigi Ladz (Q111903028)
,Valentine Moghadam can rest assured he will not come down with uretrus cancer thanks to his gender.,TRUE,Valentine Moghadam (Q275631)
,Behzad Razavi can rest assured he will not come down with uretrus cancer thanks to his gender.,TRUE,Behzad Razavi (Q4881024)
,Paul M. Naghdi can rest assured he will not come down with uretrus cancer thanks to his gender.,TRUE,Paul M. Naghdi (Q1623549)
C148,Marta Harnecker supported the idea of workers owning the means of production.,TRUE,
,Henry Sara supported the idea of workers owning the means of production.,TRUE,Henry Sara (Q38900440)
,Anne-Marie Chartier supported the idea of workers owning the means of production.,TRUE,Anne-Marie Chartier (Q116817852)
,Denise Naville supported the idea of workers owning the means of production.,TRUE,Denise Naville (Q94636034)
,Valerio Arcary supported the idea of workers owning the means of production.,TRUE,Valerio Arcary (Q10389006)
,Mario Geymonat supported the idea of workers owning the means of production.,TRUE,Mario Geymonat (Q3848624)
,Gerry Healy supported the idea of workers owning the means of production.,TRUE,Gerry Healy (Q1514889)
,Lidia Cirillo supported the idea of workers owning the means of production.,TRUE,Lidia Cirillo (Q3832037)
,Kyle James Wright supported the idea of workers owning the means of production.,TRUE,Kyle James Wright (Q123678492)
,Hikmet Kıvılcımlı supported the idea of workers owning the means of production.,TRUE,Hikmet Kıvılcımlı (Q2029391)
,Reg Groves supported the idea of workers owning the means of production.,TRUE,Reg Groves (Q113810043)
C149,Christian Kmiotek has worked in both entertainment and education.,TRUE,
,Yūsuke Kawazu has worked in both entertainment and education.,TRUE,Yūsuke Kawazu (Q11478894)
,Takashi Saitō has worked in both entertainment and education.,TRUE,Takashi Saitō (Q11679090)
,Tetsuya Yasukōchi has worked in both entertainment and education.,TRUE,Tetsuya Yasukōchi (Q11450927)
,Asao Kobayashi has worked in both entertainment and education.,TRUE,Asao Kobayashi (Q11461660)
,Takako Yamada has worked in both entertainment and education.,TRUE,Takako Yamada (Q11470661)
,Norimasa Irie has worked in both entertainment and education.,TRUE,Norimasa Irie (Q16264333)
,Rina Saito has worked in both entertainment and education.,TRUE,Rina Saito (Q11500382)
,Kazuko Sugiyama has worked in both entertainment and education.,TRUE,Kazuko Sugiyama (Q2462216)
,Dai Matsumoto has worked in both entertainment and education.,TRUE,Dai Matsumoto (Q5209018)
,Rio Matsumoto has worked in both entertainment and education.,TRUE,Rio Matsumoto (Q1138072)
C150,Takeuchi Shigeyo and Ida Duretto could have communicated directly without the need for translation.,TRUE,
,Katsunori Onishi and Ida Duretto could have communicated directly without the need for translation.,TRUE,Katsunori Onishi (Q107982961)
,Toshihiko Tokuo and Ida Duretto could have communicated directly without the need for translation.,TRUE,Toshihiko Tokuo (Q17221457)
,Emiko Kubota and Ida Duretto could have communicated directly without the need for translation.,TRUE,Emiko Kubota (Q112259126)
,Hisanori Isomura and Ida Duretto could have communicated directly without the need for translation.,TRUE,Hisanori Isomura (Q11587994)
,Yukari Saito and Ida Duretto could have communicated directly without the need for translation.,TRUE,Yukari Saito (Q11679069)
,Masumi Harada and Ida Duretto could have communicated directly without the need for translation.,TRUE,Masumi Harada (Q24238518)
,Guilherme Kuromoto and Ida Duretto could have communicated directly without the need for translation.,TRUE,Guilherme Kuromoto (Q3779569)
,Shun'ichi Ozawa and Ida Duretto could have communicated directly without the need for translation.,TRUE,Shun'ichi Ozawa (Q17686257)
,Taketo Gohara and Ida Duretto could have communicated directly without the need for translation.,TRUE,Taketo Gohara (Q7678169)
,Giovanni Frezza and Ida Duretto could have communicated directly without the need for translation.,TRUE,Giovanni Frezza (Q3767300)
